Offset(P)              #Ptr     #Hnd Start            Size Service Key          Name         Driver Name
0x00000000024cc380        4        0 0xf89b2000     0x6800 usbehci              usbehci      \Driver\usbehci
0x00000000024cca88        4        0 0xf876a000     0x9f00 es1371               es1371       \Driver\es1371
0x00000000024cd3d8        5        0 0xf8ab6000     0x2c00 vmscsi               vmscsi       \Driver\vmscsi
0x00000000024cd568        4        0 0xf8b42000     0x3c80 serenum              serenum      \Driver\serenum
0x00000000024cd8f0        4        0 0xf872a000     0xfd80 Serial               Serial       \Driver\Serial
0x00000000024cdf38        4        0 0xf835b000    0x13900 Parport              Parport      \Driver\Parport
0x00000000024da2b8        3        0 0xf8b86000     0x3c80 mssmbios             mssmbios     \Driver\mssmbios
0x00000000024da8d0        3        0 0xf8188000    0x33200 Update               Update       \Driver\Update
0x00000000024daf38        9        0 0xf8bac000     0x1100 swenum               swenum       \Driver\swenum
0x00000000024dba20        4        0 0xf82c6000    0x16680 NdisWan              NdisWan      \Driver\NdisWan
0x00000000024dbf38        6        0 0xf8b62000     0x2580 NdisTapi             NdisTapi     \Driver\NdisTapi
0x00000000024dcd20       13        0 0x00000000        0x0 \Driver\Win32k       Win32k       \Driver\Win32k
0x0000000002503e18        3        0 0xf8a2a000     0x4a80 Msfs                 Msfs         \FileSystem\Msfs
0x0000000002504b98        3        0 0xf8bc2000     0x1080 RDPCDD               RDPCDD       \Driver\RDPCDD
0x0000000002509478        3        0 0xf8a3a000     0x7880 Npfs                 Npfs         \FileSystem\Npfs
0x000000000250cf38        6        0 0xf8b82000     0x2580 hidusb               hidusb       \Driver\hidusb
0x0000000002512030        5        0 0xf87da000     0x9f00 TermDD               TermDD       \Driver\TermDD
0x0000000002513030        7        0 0xf8d37000      0xc00 audstub              audstub      \Driver\audstub
0x0000000002513730        3        0 0xf879a000     0xc880 Rasl2tp              Rasl2tp      \Driver\Rasl2tp
0x0000000002514030        4        0 0xf894a000     0x6000 Kbdclass             Kbdclass     \Driver\Kbdclass
0x000000000251a030        5        0 0xf83c8000    0x1a580 Mup                  Mup          \FileSystem\Mup
0x000000000252be18        6        0 0xf8515000    0x25700 dmio                 dmio         \Driver\dmio
0x00000000025326c0        3        0 0xf875a000     0xd600 vmci                 vmci         \Driver\vmci
0x000000000253cf38        4        0 0xf869a000     0x8c00 isapnp               isapnp       \Driver\isapnp
0x00000000025ab768       63        0 0xf856b000    0x2dd80 ACPI                 ACPI         \Driver\ACPI
0x00000000025abe18        5        0 0x00000000        0x0                      RAW          \FileSystem\RAW
0x00000000025aeee0        4        0 0xf8aae000     0x2480 Compbatt             Compbatt     \Driver\Compbatt
0x00000000025d0218       81        0 0xf855a000    0x10a80 PCI                  PCI          \Driver\PCI
0x00000000025e71d0        4        0 0x00000000        0x0 \Driver\WMIxWDM      WMIxWDM      \Driver\WMIxWDM
0x00000000025e7758        4        0 0x00000000        0x0 \Driver\ACPI_HAL     ACPI_HAL     \Driver\ACPI_HAL
0x00000000025eb2c8       56        0 0x00000000        0x0 \Driver\PnpManager   PnpManager   \Driver\PnpManager
