Pid      Process              Base       InLoad InInit InMem MappedPath
     644 winlogon.exe         0x0ffd0000 True   True   True  \WINDOWS\system32\rsaenh.dll
     644 winlogon.exe         0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
     644 winlogon.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     644 winlogon.exe         0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     644 winlogon.exe         0x77050000 True   True   True  \WINDOWS\system32\comres.dll
     644 winlogon.exe         0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
     644 winlogon.exe         0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     644 winlogon.exe         0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     644 winlogon.exe         0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     644 winlogon.exe         0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
     644 winlogon.exe         0x72d10000 True   True   True  \WINDOWS\system32\msacm32.drv
     688 services.exe         0x01000000 True   False  True  \WINDOWS\system32\services.exe
     688 services.exe         0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     688 services.exe         0x77b40000 True   True   True  \WINDOWS\system32\apphelp.dll
     688 services.exe         0x5f770000 True   True   True  \WINDOWS\system32\ncobjapi.dll
     688 services.exe         0x76360000 True   True   True  \WINDOWS\system32\winsta.dll
     688 services.exe         0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     688 services.exe         0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     688 services.exe         0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     688 services.exe         0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
     688 services.exe         0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     688 services.exe         0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
     688 services.exe         0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
     688 services.exe         0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     688 services.exe         0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
     688 services.exe         0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
     688 services.exe         0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
     688 services.exe         0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     688 services.exe         0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
     688 services.exe         0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     688 services.exe         0x5e0c0000 True   True   True  \WINDOWS\system32\pstorec.dll
     688 services.exe         0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
     688 services.exe         0x758e0000 True   True   True  \WINDOWS\system32\scesrv.dll
     688 services.exe         0x76080000 True   True   True  \WINDOWS\system32\msvcp60.dll
     688 services.exe         0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     688 services.exe         0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     688 services.exe         0x77d40000 True   True   True  \WINDOWS\system32\user32.dll
     688 services.exe         0x76f50000 True   True   True  \WINDOWS\system32\wtsapi32.dll
     688 services.exe         0x77b70000 True   True   True  \WINDOWS\system32\eventlog.dll
     688 services.exe         0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
     688 services.exe         0x0ffd0000 True   True   True  \WINDOWS\system32\rsaenh.dll
     688 services.exe         0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
     688 services.exe         0x758c0000 True   True   True  \WINDOWS\system32\umpnpmgr.dll
     688 services.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     688 services.exe         0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
     688 services.exe         0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     688 services.exe         0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
     688 services.exe         0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     688 services.exe         0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     688 services.exe         0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     688 services.exe         0x776c0000 True   True   True  \WINDOWS\system32\authz.dll
     688 services.exe         0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     688 services.exe         0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
     700 lsass.exe            0x01000000 True   False  True  \WINDOWS\system32\lsass.exe
     700 lsass.exe            0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     700 lsass.exe            0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
     700 lsass.exe            0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
     700 lsass.exe            0x71b20000 True   True   True  \WINDOWS\system32\mpr.dll
     700 lsass.exe            0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
     700 lsass.exe            0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     700 lsass.exe            0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     700 lsass.exe            0x74380000 True   True   True  \WINDOWS\system32\wdigest.dll
     700 lsass.exe            0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     700 lsass.exe            0x75d90000 True   True   True  \WINDOWS\system32\oakley.dll
     700 lsass.exe            0x743a0000 True   True   True  \WINDOWS\system32\pstorsvc.dll
     700 lsass.exe            0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
     700 lsass.exe            0x743c0000 True   True   True  \WINDOWS\system32\psbase.dll
     700 lsass.exe            0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     700 lsass.exe            0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
     700 lsass.exe            0x743e0000 True   True   True  \WINDOWS\system32\ipsecsvc.dll
     700 lsass.exe            0x20000000 True   True   True  \WINDOWS\system32\msprivs.dll
     700 lsass.exe            0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
     700 lsass.exe            0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
     700 lsass.exe            0x74440000 True   True   True  \WINDOWS\system32\samsrv.dll
     700 lsass.exe            0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
     700 lsass.exe            0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     700 lsass.exe            0x767f0000 True   True   True  \WINDOWS\system32\schannel.dll
     700 lsass.exe            0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
     700 lsass.exe            0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
     700 lsass.exe            0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     700 lsass.exe            0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
     700 lsass.exe            0x767a0000 True   True   True  \WINDOWS\system32\ntdsapi.dll
     700 lsass.exe            0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
     700 lsass.exe            0x68100000 True   True   True  \WINDOWS\system32\dssenh.dll
     700 lsass.exe            0x76080000 True   True   True  \WINDOWS\system32\msvcp60.dll
     700 lsass.exe            0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     700 lsass.exe            0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     700 lsass.exe            0x77d40000 True   True   True  \WINDOWS\system32\user32.dll
     700 lsass.exe            0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
     700 lsass.exe            0x74370000 True   True   True  \WINDOWS\system32\winipsec.dll
     700 lsass.exe            0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
     700 lsass.exe            0x767c0000 True   True   True  \WINDOWS\system32\w32time.dll
     700 lsass.exe            0x76790000 True   True   True  \WINDOWS\system32\cryptdll.dll
     700 lsass.exe            0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     700 lsass.exe            0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     700 lsass.exe            0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
     700 lsass.exe            0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     700 lsass.exe            0x0ffd0000 True   True   True  \WINDOWS\system32\rsaenh.dll
     700 lsass.exe            0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
     700 lsass.exe            0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
     700 lsass.exe            0x74410000 True   True   True  \WINDOWS\system32\scecli.dll
     700 lsass.exe            0x75730000 True   True   True  \WINDOWS\system32\lsasrv.dll
     700 lsass.exe            0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     700 lsass.exe            0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
     700 lsass.exe            0x77c70000 True   True   True  \WINDOWS\system32\msv1_0.dll
     700 lsass.exe            0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
     700 lsass.exe            0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     700 lsass.exe            0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     700 lsass.exe            0x744b0000 True   True   True  \WINDOWS\system32\netlogon.dll
     700 lsass.exe            0x776c0000 True   True   True  \WINDOWS\system32\authz.dll
     700 lsass.exe            0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     700 lsass.exe            0x71cf0000 True   True   True  \WINDOWS\system32\kerberos.dll
     700 lsass.exe            0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
     852 vmacthlp.exe         0x00400000 True   False  True  \Program Files\VMware\VMware Tools\vmacthlp.exe
     852 vmacthlp.exe         0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     852 vmacthlp.exe         0x78130000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700\msvcr80.dll
     852 vmacthlp.exe         0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     852 vmacthlp.exe         0x76780000 True   True   True  \WINDOWS\system32\shfolder.dll
     852 vmacthlp.exe         0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
     852 vmacthlp.exe         0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     852 vmacthlp.exe         0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     852 vmacthlp.exe         0x77d40000 True   True   True  \WINDOWS\system32\user32.dll
     852 vmacthlp.exe         0x7c420000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700\msvcp80.dll
     852 vmacthlp.exe         0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     852 vmacthlp.exe         0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     852 vmacthlp.exe         0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
     852 vmacthlp.exe         0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     852 vmacthlp.exe         0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     852 vmacthlp.exe         0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     852 vmacthlp.exe         0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     852 vmacthlp.exe         0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
     852 vmacthlp.exe         0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
     852 vmacthlp.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     852 vmacthlp.exe         0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     852 vmacthlp.exe         0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
     852 vmacthlp.exe         0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     852 vmacthlp.exe         0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     852 vmacthlp.exe         0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
     880 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
     880 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     880 svchost.exe          0x77b40000 True   True   True  \WINDOWS\system32\apphelp.dll
     880 svchost.exe          0x74f70000 True   True   True  \WINDOWS\system32\icaapi.dll
     880 svchost.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
     880 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     880 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     880 svchost.exe          0x76e80000 True   True   True  \WINDOWS\system32\rtutils.dll
     880 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
     880 svchost.exe          0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
     880 svchost.exe          0x76c90000 True   True   True  \WINDOWS\system32\imagehlp.dll
     880 svchost.exe          0x76bc0000 True   True   True  \WINDOWS\system32\regapi.dll
     880 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     880 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     880 svchost.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
     880 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
     880 svchost.exe          0x20000000 True   True   True  \WINDOWS\system32\xpsp2res.dll
     880 svchost.exe          0x722b0000 True   True   True  \WINDOWS\system32\sensapi.dll
     880 svchost.exe          0x76e10000 True   True   True  \WINDOWS\system32\adsldpc.dll
     880 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
     880 svchost.exe          0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
     880 svchost.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
     880 svchost.exe          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
     880 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     880 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
     880 svchost.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
     880 svchost.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
     880 svchost.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
     880 svchost.exe          0x77cc0000 True   True   True  \WINDOWS\system32\activeds.dll
     880 svchost.exe          0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
     880 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     880 svchost.exe          0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
     880 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     880 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     880 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     880 svchost.exe          0x77d40000 True   True   True  \WINDOWS\system32\user32.dll
     880 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
     880 svchost.exe          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
     880 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
     880 svchost.exe          0x76d80000 True   True   True  \WINDOWS\system32\dhcpcsvc.dll
     880 svchost.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
     880 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
     880 svchost.exe          0x76e90000 True   True   True  \WINDOWS\system32\rasman.dll
     880 svchost.exe          0x0ffd0000 True   True   True  \WINDOWS\system32\rsaenh.dll
     880 svchost.exe          0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
     880 svchost.exe          0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
     880 svchost.exe          0x77690000 True   True   True  \WINDOWS\system32\ntmarta.dll
     880 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     880 svchost.exe          0x760f0000 True   True   True  \WINDOWS\system32\termsrv.dll
     880 svchost.exe          0x76fc0000 True   True   True  \WINDOWS\system32\rasadhlp.dll
     880 svchost.exe          0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
     880 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     880 svchost.exe          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
     880 svchost.exe          0x77260000 True   True   True  \WINDOWS\system32\urlmon.dll
     880 svchost.exe          0x76eb0000 True   True   True  \WINDOWS\system32\tapi32.dll
     880 svchost.exe          0x77c70000 True   True   True  \WINDOWS\system32\msv1_0.dll
     880 svchost.exe          0x76a80000 True   True   True  \WINDOWS\system32\rpcss.dll
     880 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     880 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     880 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     880 svchost.exe          0x776c0000 True   True   True  \WINDOWS\system32\authz.dll
     880 svchost.exe          0x76ee0000 True   True   True  \WINDOWS\system32\rasapi32.dll
     880 svchost.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
     880 svchost.exe          0x75110000 True   True   True  \WINDOWS\system32\mstlsapi.dll
     880 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     948 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
     948 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     948 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
     948 svchost.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
     948 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     948 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     948 svchost.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
     948 svchost.exe          0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
     948 svchost.exe          0x76fc0000 True   True   True  \WINDOWS\system32\rasadhlp.dll
     948 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     948 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     948 svchost.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
     948 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
     948 svchost.exe          0x20000000 True   True   True  \WINDOWS\system32\xpsp2res.dll
     948 svchost.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
     948 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
     948 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
     948 svchost.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
     948 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     948 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     948 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
     948 svchost.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
     948 svchost.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
     948 svchost.exe          0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
     948 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     948 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     948 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     948 svchost.exe          0x77d40000 True   True   True  \WINDOWS\system32\user32.dll
     948 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
     948 svchost.exe          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
     948 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     948 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     948 svchost.exe          0x0ffd0000 True   True   True  \WINDOWS\system32\rsaenh.dll
     948 svchost.exe          0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
     948 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     948 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
     948 svchost.exe          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
     948 svchost.exe          0x76a80000 True   True   True  \WINDOWS\system32\rpcss.dll
     948 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     948 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     948 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     948 svchost.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1040 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
    1040 svchost.exe          0x02980000 False  False  False \WINDOWS\system32\msxml3r.dll
    1040 svchost.exe          0x76d30000 True   True   True  \WINDOWS\system32\wmi.dll
    1040 svchost.exe          0x73d30000 True   True   True  \WINDOWS\system32\wbem\wbemcons.dll
    1040 svchost.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1040 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1040 svchost.exe          0x77c70000 True   True   True  \WINDOWS\system32\msv1_0.dll
    1040 svchost.exe          0x767a0000 True   True   True  \WINDOWS\system32\ntdsapi.dll
    1040 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1040 svchost.exe          0x755f0000 True   True   True  \WINDOWS\system32\netcfgx.dll
    1040 svchost.exe          0x76c00000 True   True   True  \WINDOWS\system32\credui.dll
    1040 svchost.exe          0x74f80000 True   True   True  \WINDOWS\system32\ersvc.dll
    1040 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
    1040 svchost.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1040 svchost.exe          0x72000000 True   True   True  \WINDOWS\system32\uniplat.dll
    1040 svchost.exe          0x75290000 True   True   True  \WINDOWS\system32\wbem\wbemcomn.dll
    1040 svchost.exe          0x76eb0000 True   True   True  \WINDOWS\system32\tapi32.dll
    1040 svchost.exe          0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
    1040 svchost.exe          0x77d00000 True   True   True  \WINDOWS\system32\netman.dll
    1040 svchost.exe          0x73000000 True   True   True  \WINDOWS\system32\winspool.drv
    1040 svchost.exe          0x75310000 True   True   True  \WINDOWS\system32\wbem\esscli.dll
    1040 svchost.exe          0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
    1040 svchost.exe          0x77b90000 True   True   True  \WINDOWS\system32\certcli.dll
    1040 svchost.exe          0x5f770000 True   True   True  \WINDOWS\system32\ncobjapi.dll
    1040 svchost.exe          0x753e0000 True   True   True  \WINDOWS\system32\vssapi.dll
    1040 svchost.exe          0x75390000 True   True   True  \WINDOWS\system32\wbem\wbemess.dll
    1040 svchost.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1040 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1040 svchost.exe          0x6fbd0000 True   True   True  \WINDOWS\system32\catsrv.dll
    1040 svchost.exe          0x7d1e0000 True   True   True  \WINDOWS\system32\msi.dll
    1040 svchost.exe          0x74ad0000 True   True   True  \WINDOWS\system32\powrprof.dll
    1040 svchost.exe          0x597f0000 True   True   True  \WINDOWS\system32\wbem\wmiprvsd.dll
